OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,Calculated_Total,Mismatch
ORD200178,2024-04-11,C53070,Chair,4,512.06,283 Main St,online,Delivered,TRK49791755,5,SAVE10,Google,2048.24,2024,4,2048.24,False
ORD200179,2024-11-24,C27401,Laptop,3,539.91,500 Main St,credit card,Delivered,TRK14332053,8,no_coupon,Email,1619.73,2024,11,1619.73,False
ORD200180,2023-03-18,C87216,Tablet,5,316.07,970 Main St,cash,Returned,TRK18713727,10,no_coupon,Google,1580.35,2023,3,1580.35,False
ORD200181,2024-08-31,C38966,Printer,5,404.39,247 Main St,online,Shipped,TRK17205146,10,no_coupon,Referral,2021.95,2024,8,2021.9499999999998,True
ORD200182,2025-03-19,C16612,Desk,1,600.54,596 Main St,debit card,Pending,TRK96188223,4,WINTER15,Google,600.54,2025,3,600.54,False
ORD200183,2024-04-18,C39246,Monitor,5,186.28,258 Main St,debit card,Delivered,TRK16658182,8,SAVE10,Email,931.4,2024,4,931.4,False
ORD200184,2024-04-04,C65180,Tablet,4,214.54,231 Main St,gift card,Cancelled,TRK39255469,7,no_coupon,Referral,858.16,2024,4,858.16,False
ORD200185,2025-02-02,C46877,Laptop,1,210.7,572 Main St,online,Shipped,TRK96935978,2,WINTER15,Referral,210.7,2025,2,210.7,False
ORD200186,2023-12-07,C30334,Phone,2,133.55,322 Main St,cash,Pending,TRK66388885,7,FREESHIP,Facebook,267.1,2023,12,267.1,False
ORD200187,2023-02-08,C21227,Chair,1,590.87,689 Main St,gift card,Returned,TRK79129657,6,FREESHIP,Referral,590.87,2023,2,590.87,False
ORD200188,2025-03-15,C97715,Chair,2,363.91,927 Main St,gift card,Shipped,TRK19515949,2,FREESHIP,Referral,727.82,2025,3,727.82,False
ORD200189,2023-07-05,C48939,Printer,5,429.45,597 Main St,gift card,Cancelled,TRK62786764,5,WINTER15,Email,2147.25,2023,7,2147.25,False
ORD200190,2024-08-31,C35483,Printer,3,223.7,725 Main St,cash,Returned,TRK79638203,3,SAVE10,Email,671.1,2024,8,671.0999999999999,True
ORD200191,2025-03-08,C51494,Laptop,2,488.87,505 Main St,online,Cancelled,TRK58520306,4,FREESHIP,Google,977.74,2025,3,977.74,False
ORD200192,2023-08-11,C58410,Desk,1,645.46,151 Main St,gift card,Cancelled,TRK19749672,5,SAVE10,Google,645.46,2023,8,645.46,False
ORD200193,2023-07-21,C11644,Printer,1,46.66,429 Main St,cash,Cancelled,TRK81320339,6,no_coupon,Google,46.66,2023,7,46.66,False
ORD200194,2024-06-08,C53501,Monitor,1,249.57,899 Main St,cash,Shipped,TRK90144892,3,FREESHIP,Google,249.57,2024,6,249.57,False
ORD200195,2024-04-22,C63619,Chair,3,619.21,801 Main St,debit card,Cancelled,TRK65385674,6,no_coupon,Email,1857.63,2024,4,1857.63,False
ORD200196,2025-01-24,C40882,Desk,4,217.13,719 Main St,cash,Delivered,TRK64165503,8,WINTER15,Email,868.52,2025,1,868.52,False
ORD200197,2023-08-27,C80135,Laptop,5,221.51,723 Main St,cash,Returned,TRK95222269,5,WINTER15,Referral,1107.55,2023,8,1107.55,False
ORD200198,2024-06-11,C37594,Laptop,4,340.3,926 Main St,cash,Cancelled,TRK94405162,8,SAVE10,Referral,1361.2,2024,6,1361.2,False
ORD200199,2025-01-23,C87524,Phone,1,625.0,358 Main St,online,Returned,TRK21114341,5,WINTER15,Google,625.0,2025,1,625.0,False
ORD200200,2025-06-07,C97681,Tablet,5,433.26,895 Main St,credit card,Delivered,TRK37531040,9,SAVE10,Google,2166.3,2025,6,2166.3,False
ORD200201,2023-06-18,C10126,Monitor,2,674.9,146 Main St,online,Shipped,TRK75607531,4,SAVE10,Facebook,1349.8,2023,6,1349.8,False
ORD200202,2025-02-06,C36938,Monitor,3,253.98,636 Main St,credit card,Cancelled,TRK52522904,3,FREESHIP,Email,761.94,2025,2,761.9399999999999,True
ORD200203,2025-01-21,C99173,Printer,3,356.84,172 Main St,online,Shipped,TRK89849342,5,SAVE10,Instagram,1070.52,2025,1,1070.52,False
ORD200204,2023-09-05,C99775,Laptop,4,413.71,478 Main St,gift card,Cancelled,TRK21638425,9,FREESHIP,Facebook,1654.84,2023,9,1654.84,False
ORD200205,2023-03-04,C19266,Desk,3,147.39,609 Main St,debit card,Returned,TRK58357269,3,no_coupon,Email,442.17,2023,3,442.16999999999996,True
ORD200206,2024-04-16,C31072,Laptop,4,229.1,729 Main St,gift card,Returned,TRK77172975,8,WINTER15,Email,916.4,2024,4,916.4,False
ORD200207,2025-03-18,C54595,Phone,1,121.96,999 Main St,debit card,Delivered,TRK44416659,3,no_coupon,Google,121.96,2025,3,121.96,False
ORD200208,2024-10-08,C87777,Desk,2,408.32,597 Main St,online,Shipped,TRK29003608,3,FREESHIP,Facebook,816.64,2024,10,816.64,False
ORD200209,2023-08-29,C35854,Tablet,5,187.97,706 Main St,cash,Returned,TRK30615168,9,SAVE10,Google,939.85,2023,8,939.85,False
ORD200210,2024-12-05,C93821,Chair,3,358.48,513 Main St,gift card,Delivered,TRK10658539,7,FREESHIP,Facebook,1075.44,2024,12,1075.44,False
ORD200211,2025-01-03,C54390,Printer,3,193.58,185 Main St,gift card,Pending,TRK83853742,7,FREESHIP,Email,580.74,2025,1,580.74,False
ORD200212,2023-06-20,C53215,Monitor,1,265.38,367 Main St,credit card,Cancelled,TRK34751835,6,WINTER15,Email,265.38,2023,6,265.38,False
ORD200213,2023-04-20,C71122,Laptop,1,634.4,317 Main St,cash,Cancelled,TRK54757882,6,SAVE10,Email,634.4,2023,4,634.4,False
ORD200214,2024-08-21,C29483,Desk,4,305.72,673 Main St,online,Delivered,TRK89423603,5,no_coupon,Facebook,1222.88,2024,8,1222.88,False
ORD200215,2023-08-10,C26767,Printer,1,303.6,432 Main St,cash,Shipped,TRK24585307,5,FREESHIP,Facebook,303.6,2023,8,303.6,False
ORD200216,2025-04-15,C70492,Monitor,4,496.0,811 Main St,online,Cancelled,TRK84625405,8,WINTER15,Google,1984.0,2025,4,1984.0,False
ORD200217,2024-05-20,C61549,Desk,4,321.51,908 Main St,cash,Returned,TRK65596914,9,no_coupon,Google,1286.04,2024,5,1286.04,False
ORD200218,2023-04-28,C11665,Tablet,3,112.46,882 Main St,gift card,Shipped,TRK10993930,6,SAVE10,Instagram,337.38,2023,4,337.38,False
ORD200219,2025-05-02,C48946,Laptop,5,61.97,457 Main St,cash,Delivered,TRK99387220,6,SAVE10,Email,309.85,2025,5,309.85,False
ORD200220,2023-07-18,C79506,Laptop,2,373.17,497 Main St,credit card,Pending,TRK95188748,6,SAVE10,Referral,746.34,2023,7,746.34,False
ORD200221,2024-02-23,C93473,Tablet,5,639.37,552 Main St,debit card,Pending,TRK50003989,6,SAVE10,Google,3196.85,2024,2,3196.85,False
ORD200222,2023-05-04,C43124,Chair,4,693.36,931 Main St,online,Shipped,TRK17293348,8,no_coupon,Instagram,2773.44,2023,5,2773.44,False
ORD200223,2024-09-11,C22783,Phone,4,692.91,673 Main St,credit card,Pending,TRK55009149,9,SAVE10,Instagram,2771.64,2024,9,2771.64,False
ORD200224,2023-09-23,C18567,Printer,4,91.46,507 Main St,cash,Cancelled,TRK17554673,9,SAVE10,Referral,365.84,2023,9,365.84,False
ORD200225,2024-03-13,C99879,Phone,3,273.96,692 Main St,debit card,Returned,TRK50246700,8,SAVE10,Google,821.88,2024,3,821.8799999999999,True
ORD200226,2025-06-27,C31501,Desk,3,588.05,242 Main St,gift card,Delivered,TRK93063929,8,no_coupon,Instagram,1764.15,2025,6,1764.1499999999999,True
ORD200227,2023-11-02,C93220,Monitor,2,365.17,353 Main St,online,Cancelled,TRK89023251,4,FREESHIP,Facebook,730.34,2023,11,730.34,False
ORD200228,2023-05-17,C57867,Chair,4,385.92,579 Main St,credit card,Cancelled,TRK92055007,8,no_coupon,Instagram,1543.68,2023,5,1543.68,False
ORD200229,2025-03-28,C62622,Tablet,1,562.61,762 Main St,credit card,Delivered,TRK70997648,3,WINTER15,Facebook,562.61,2025,3,562.61,False
ORD200230,2023-12-16,C94595,Desk,4,61.91,948 Main St,gift card,Delivered,TRK24497305,6,WINTER15,Email,247.64,2023,12,247.64,False
ORD200231,2023-11-05,C30955,Phone,4,41.9,327 Main St,gift card,Pending,TRK46898848,9,FREESHIP,Instagram,167.6,2023,11,167.6,False
ORD200232,2023-05-19,C20731,Printer,4,444.44,610 Main St,debit card,Cancelled,TRK75568437,8,WINTER15,Google,1777.76,2023,5,1777.76,False
ORD200233,2024-08-24,C30168,Phone,3,311.33,146 Main St,cash,Cancelled,TRK73699939,3,WINTER15,Instagram,933.99,2024,8,933.99,False
ORD200234,2024-11-26,C79842,Printer,4,236.41,337 Main St,debit card,Pending,TRK26957950,7,SAVE10,Google,945.64,2024,11,945.64,False
ORD200235,2023-02-20,C32854,Desk,1,65.45,815 Main St,cash,Pending,TRK30009218,2,WINTER15,Google,65.45,2023,2,65.45,False
ORD200236,2023-01-01,C14847,Monitor,1,318.81,562 Main St,debit card,Pending,TRK39663243,3,WINTER15,Email,318.81,2023,1,318.81,False
ORD200237,2024-03-14,C88645,Monitor,3,583.72,783 Main St,credit card,Shipped,TRK74097570,5,FREESHIP,Facebook,1751.16,2024,3,1751.16,False
ORD200238,2024-12-13,C66149,Desk,4,384.32,770 Main St,credit card,Pending,TRK76307307,6,WINTER15,Google,1537.28,2024,12,1537.28,False
ORD200239,2024-12-11,C20256,Tablet,3,538.74,456 Main St,online,Shipped,TRK71127943,6,FREESHIP,Email,1616.22,2024,12,1616.22,False
ORD200240,2023-07-12,C14983,Tablet,1,17.24,255 Main St,online,Pending,TRK93444157,2,FREESHIP,Instagram,17.24,2023,7,17.24,False
ORD200241,2023-05-16,C20817,Chair,5,615.67,407 Main St,online,Pending,TRK44164590,6,SAVE10,Email,3078.35,2023,5,3078.35,False
ORD200242,2023-05-09,C94921,Printer,2,219.1,134 Main St,online,Pending,TRK97794327,4,SAVE10,Referral,438.2,2023,5,438.2,False
ORD200243,2025-05-09,C54725,Chair,2,144.66,506 Main St,online,Cancelled,TRK30601940,7,FREESHIP,Google,289.32,2025,5,289.32,False
ORD200244,2023-02-16,C98096,Desk,2,317.77,838 Main St,debit card,Cancelled,TRK51518631,4,WINTER15,Facebook,635.54,2023,2,635.54,False
ORD200245,2025-04-20,C12667,Laptop,1,223.3,306 Main St,online,Returned,TRK25390491,1,no_coupon,Facebook,223.3,2025,4,223.3,False
ORD200246,2024-08-30,C55354,Desk,2,342.11,164 Main St,gift card,Shipped,TRK15439493,2,WINTER15,Instagram,684.22,2024,8,684.22,False
ORD200247,2023-07-20,C14600,Printer,2,220.9,785 Main St,gift card,Shipped,TRK84984764,4,no_coupon,Email,441.8,2023,7,441.8,False
ORD200248,2023-07-02,C97187,Laptop,1,670.54,471 Main St,cash,Shipped,TRK62283713,6,FREESHIP,Referral,670.54,2023,7,670.54,False
ORD200249,2024-02-07,C39106,Printer,1,546.19,245 Main St,cash,Pending,TRK35464433,5,FREESHIP,Referral,546.19,2024,2,546.19,False
ORD200250,2023-04-05,C93379,Desk,3,42.95,318 Main St,gift card,Returned,TRK67954150,8,SAVE10,Email,128.85,2023,4,128.85000000000002,True
ORD200251,2025-05-15,C93175,Monitor,4,14.69,814 Main St,cash,Cancelled,TRK32995144,9,no_coupon,Email,58.76,2025,5,58.76,False
ORD200252,2024-09-20,C19648,Phone,4,668.36,821 Main St,gift card,Cancelled,TRK51297879,5,FREESHIP,Facebook,2673.44,2024,9,2673.44,False
ORD200253,2024-03-23,C14891,Chair,4,413.74,743 Main St,gift card,Returned,TRK79471534,7,FREESHIP,Instagram,1654.96,2024,3,1654.96,False
ORD200254,2023-12-26,C10866,Monitor,3,263.19,770 Main St,online,Delivered,TRK34809583,5,no_coupon,Instagram,789.57,2023,12,789.5699999999999,True
ORD200255,2024-05-13,C47283,Monitor,1,263.96,806 Main St,gift card,Returned,TRK56235117,2,SAVE10,Google,263.96,2024,5,263.96,False
ORD200256,2025-06-30,C94323,Chair,5,75.81,463 Main St,gift card,Returned,TRK22663277,10,WINTER15,Instagram,379.05,2025,6,379.05,False
ORD200257,2024-04-23,C89732,Phone,1,406.22,712 Main St,credit card,Cancelled,TRK41059233,5,SAVE10,Referral,406.22,2024,4,406.22,False
ORD200258,2024-02-26,C87764,Tablet,2,103.41,294 Main St,online,Shipped,TRK94082469,2,FREESHIP,Referral,206.82,2024,2,206.82,False
ORD200259,2023-06-11,C20977,Chair,4,435.12,636 Main St,credit card,Delivered,TRK54991561,9,SAVE10,Instagram,1740.48,2023,6,1740.48,False
ORD200260,2023-05-17,C12245,Monitor,2,407.79,153 Main St,debit card,Shipped,TRK22000463,3,no_coupon,Google,815.58,2023,5,815.58,False
ORD200261,2025-05-28,C68976,Phone,5,173.65,460 Main St,gift card,Delivered,TRK25491356,9,SAVE10,Email,868.25,2025,5,868.25,False
ORD200262,2023-01-10,C69476,Phone,4,249.07,642 Main St,credit card,Returned,TRK65869386,5,WINTER15,Referral,996.28,2023,1,996.28,False
ORD200263,2023-03-25,C71040,Phone,4,434.85,250 Main St,credit card,Pending,TRK41397604,4,WINTER15,Google,1739.4,2023,3,1739.4,False
ORD200264,2024-08-03,C71035,Tablet,1,436.77,977 Main St,cash,Returned,TRK19599578,5,FREESHIP,Google,436.77,2024,8,436.77,False
ORD200265,2023-12-22,C20752,Printer,1,572.13,150 Main St,debit card,Cancelled,TRK22298450,4,SAVE10,Google,572.13,2023,12,572.13,False
ORD200266,2024-06-08,C38840,Chair,4,583.07,589 Main St,credit card,Cancelled,TRK48484633,6,FREESHIP,Referral,2332.28,2024,6,2332.28,False
ORD200267,2025-04-17,C84480,Chair,5,468.51,803 Main St,debit card,Delivered,TRK62361867,9,no_coupon,Facebook,2342.55,2025,4,2342.55,False
ORD200268,2023-08-11,C37032,Phone,2,423.88,655 Main St,debit card,Delivered,TRK48639226,7,SAVE10,Referral,847.76,2023,8,847.76,False
ORD200269,2023-11-25,C48942,Tablet,4,663.67,129 Main St,credit card,Pending,TRK29355120,7,FREESHIP,Google,2654.68,2023,11,2654.68,False
ORD200270,2023-06-04,C13540,Printer,4,309.91,127 Main St,debit card,Shipped,TRK81087373,5,WINTER15,Google,1239.64,2023,6,1239.64,False
ORD200271,2023-03-28,C59572,Monitor,1,542.07,791 Main St,cash,Shipped,TRK16792991,6,WINTER15,Referral,542.07,2023,3,542.07,False
ORD200272,2023-09-19,C29758,Chair,2,399.32,119 Main St,online,Pending,TRK12990043,6,WINTER15,Instagram,798.64,2023,9,798.64,False
ORD200273,2024-10-27,C11849,Tablet,2,238.25,974 Main St,online,Cancelled,TRK91195261,7,FREESHIP,Email,476.5,2024,10,476.5,False
ORD200274,2023-02-04,C50967,Phone,2,182.4,884 Main St,gift card,Cancelled,TRK65300814,5,SAVE10,Referral,364.8,2023,2,364.8,False
ORD200275,2023-11-04,C80735,Chair,2,65.07,360 Main St,credit card,Cancelled,TRK99880231,4,SAVE10,Google,130.14,2023,11,130.14,False
ORD200276,2025-03-29,C99050,Printer,2,600.57,654 Main St,debit card,Returned,TRK56927089,3,WINTER15,Instagram,1201.14,2025,3,1201.14,False
ORD200277,2024-09-09,C11210,Chair,5,90.92,910 Main St,credit card,Delivered,TRK44929965,9,SAVE10,Facebook,454.6,2024,9,454.6,False
ORD200278,2024-11-18,C46015,Laptop,5,362.46,299 Main St,cash,Delivered,TRK46598430,6,FREESHIP,Instagram,1812.3,2024,11,1812.3,False
ORD200279,2023-10-20,C69167,Chair,3,55.01,263 Main St,online,Pending,TRK12425655,7,WINTER15,Email,165.03,2023,10,165.03,False
ORD200280,2023-03-27,C55388,Tablet,3,404.62,740 Main St,gift card,Delivered,TRK75741001,6,FREESHIP,Instagram,1213.86,2023,3,1213.8600000000001,True
ORD200281,2023-07-27,C87181,Desk,4,654.79,195 Main St,cash,Pending,TRK60093390,9,no_coupon,Referral,2619.16,2023,7,2619.16,False
ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,gift card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16,2025,4,2551.16,False
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,cash,Shipped,TRK69745608,6,no_coupon,Google,2161.32,2025,2,2161.32,False
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,credit card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85,2023,2,1040.85,False
ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,online,Delivered,TRK93281700,3,no_coupon,Google,338.31,2025,6,338.31,False
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,gift card,Returned,TRK61086952,8,WINTER15,Google,418.35,2025,4,418.34999999999997,True
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,online,Shipped,TRK26628830,5,no_coupon,Facebook,2620.72,2023,11,2620.72,False
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,debit card,Returned,TRK60831391,8,WINTER15,Google,2051.0,2023,3,2051.0,False
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,credit card,Shipped,TRK55362541,8,WINTER15,Referral,641.96,2023,7,641.96,False
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7,2023,5,299.70000000000005,True
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,credit card,Delivered,TRK93676567,6,FREESHIP,Google,690.02,2024,5,690.02,False
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,credit card,Delivered,TRK31042152,5,no_coupon,Facebook,65.95,2025,1,65.95,False
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,gift card,Returned,TRK40450219,9,no_coupon,Instagram,1852.16,2023,2,1852.16,False
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,online,Shipped,TRK67562517,7,SAVE10,Referral,595.42,2025,4,595.42,False
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,debit card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,2023,1,537.4,False
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,debit card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0,2024,6,3194.0,False
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,credit card,Returned,TRK64862812,7,SAVE10,Instagram,987.76,2023,2,987.76,False
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,online,Cancelled,TRK97825212,6,no_coupon,Email,1204.68,2023,12,1204.68,False
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,gift card,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66,2024,1,278.66,False
ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,debit card,Returned,TRK33753945,3,FREESHIP,Facebook,287.46,2024,9,287.46,False
ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99,2023,5,583.99,False
ORD200302,2023-05-16,C29432,Chair,3,468.74,121 Main St,cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406.22,2023,5,1406.22,False
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,debit card,Returned,TRK95462192,1,no_coupon,Google,30.54,2024,12,30.54,False
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,gift card,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65,2024,10,2043.65,False
ORD200305,2023-11-25,C63822,Laptop,4,126.89,235 Main St,cash,Pending,TRK59353216,9,FREESHIP,Instagram,507.56,2023,11,507.56,False
ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,debit card,Returned,TRK65511225,3,SAVE10,Instagram,114.14,2024,6,114.14,False
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,online,Delivered,TRK11755610,4,no_coupon,Email,1672.23,2023,7,1672.23,False
ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,debit card,Returned,TRK98467398,7,SAVE10,Instagram,1346.7,2023,12,1346.6999999999998,True
ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,debit card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04,2023,10,2199.04,False
ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,online,Shipped,TRK16094218,4,no_coupon,Referral,397.44,2024,2,397.43999999999994,True
ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,online,Returned,TRK34786818,8,no_coupon,Instagram,2446.85,2025,5,2446.85,False
ORD200312,2025-05-24,C35397,Printer,5,66.31,579 Main St,gift card,Pending,TRK64742535,7,FREESHIP,Referral,331.55,2025,5,331.55,False
ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,cash,Delivered,TRK22838735,7,SAVE10,Instagram,868.6,2023,7,868.6,False
ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,online,Delivered,TRK48712417,4,FREESHIP,Referral,612.36,2023,10,612.36,False
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35,2025,5,458.35,False
ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,gift card,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12,2023,10,1101.12,False
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,online,Returned,TRK22575151,5,no_coupon,Instagram,279.9,2023,4,279.9,False
ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,debit card,Cancelled,TRK95706967,7,SAVE10,Google,446.16,2024,7,446.15999999999997,True
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,cash,Returned,TRK48974907,6,no_coupon,Instagram,1126.12,2023,12,1126.12,False
ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,credit card,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51,2024,12,625.51,False
ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,debit card,Cancelled,TRK44194358,6,WINTER15,Google,609.16,2023,8,609.16,False
ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,debit card,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1,2024,6,1159.1,False
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,debit card,Returned,TRK63820842,1,SAVE10,Referral,150.17,2025,1,150.17,False
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,debit card,Returned,TRK70193221,5,no_coupon,Referral,212.79,2024,6,212.79000000000002,True
ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,credit card,Shipped,TRK61123177,8,no_coupon,Referral,1084.17,2023,6,1084.17,False
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,gift card,Returned,TRK98353867,5,SAVE10,Facebook,3352.4,2024,7,3352.4,False
ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,gift card,Cancelled,TRK43940016,5,SAVE10,Email,359.99,2023,7,359.99,False
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,online,Cancelled,TRK89401624,7,SAVE10,Google,3370.2,2023,2,3370.2,False
ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,credit card,Shipped,TRK63224811,6,no_coupon,Google,1132.64,2024,12,1132.64,False
ORD200330,2024-06-02,C38068,Desk,5,260.53,532 Main St,gift card,Pending,TRK54059198,5,SAVE10,Instagram,1302.65,2024,6,1302.6499999999999,True
ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,online,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39,2023,4,1266.3899999999999,True
ORD200332,2024-07-03,C26163,Desk,5,125.02,607 Main St,debit card,Pending,TRK67499316,9,SAVE10,Google,625.1,2024,7,625.1,False
ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,credit card,Returned,TRK52086740,5,WINTER15,Instagram,198.51,2024,4,198.51,False
ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,online,Delivered,TRK20635777,7,WINTER15,Facebook,899.0,2024,3,899.0,False
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,gift card,Shipped,TRK34801199,4,no_coupon,Email,617.58,2025,3,617.58,False
ORD200336,2023-12-29,C88174,Laptop,1,18.2,441 Main St,debit card,Pending,TRK10143345,4,SAVE10,Instagram,18.2,2023,12,18.2,False
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,debit card,Returned,TRK66980447,8,WINTER15,Email,1508.31,2023,5,1508.31,False
ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,debit card,Shipped,TRK64112352,10,no_coupon,Referral,1527.45,2023,11,1527.45,False
ORD200339,2024-04-10,C84563,Printer,2,236.33,398 Main St,online,Pending,TRK62422797,3,SAVE10,Instagram,472.66,2024,4,472.66,False
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,cash,Cancelled,TRK25569378,8,no_coupon,Email,2606.25,2023,4,2606.25,False
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,gift card,Shipped,TRK61357272,5,WINTER15,Email,167.15,2024,9,167.15,False
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,gift card,Returned,TRK95935805,5,no_coupon,Referral,2332.1,2025,6,2332.1,False
ORD200343,2023-02-26,C64638,Printer,1,527.57,919 Main St,debit card,Pending,TRK64087938,3,FREESHIP,Facebook,527.57,2023,2,527.57,False
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02,2025,3,1870.02,False
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,gift card,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3,2023,12,2506.3,False
ORD200346,2024-12-06,C31764,Tablet,1,655.09,876 Main St,cash,Pending,TRK44680433,6,no_coupon,Referral,655.09,2024,12,655.09,False
ORD200347,2024-02-03,C83556,Printer,4,264.79,380 Main St,credit card,Pending,TRK21109187,5,SAVE10,Google,1059.16,2024,2,1059.16,False
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,debit card,Returned,TRK72633998,7,FREESHIP,Email,1079.19,2024,3,1079.19,False
ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,gift card,Delivered,TRK56016905,2,FREESHIP,Google,465.33,2023,11,465.33,False
ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,online,Shipped,TRK60127216,6,no_coupon,Instagram,108.82,2023,6,108.82,False
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,debit card,Delivered,TRK89406816,4,no_coupon,Instagram,64.66,2025,2,64.66,False
ORD200352,2023-08-31,C26637,Chair,5,173.96,995 Main St,debit card,Pending,TRK59546992,8,WINTER15,Instagram,869.8,2023,8,869.8000000000001,True
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,online,Delivered,TRK15195225,5,FREESHIP,Google,630.82,2025,3,630.82,False
ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,debit card,Shipped,TRK11970357,4,no_coupon,Instagram,693.41,2023,7,693.41,False
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,credit card,Cancelled,TRK78766533,4,FREESHIP,Referral,1299.99,2025,6,1299.99,False
ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,gift card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1872.9,2023,5,1872.8999999999999,True
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,debit card,Delivered,TRK98700702,8,FREESHIP,Instagram,2042.8,2023,7,2042.8,False
